"assessid","stockid","mgmt","assessor","years","year","method","method1","method2","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","msy_true","b0_true","msy_true_units","b0_true_units","tl_nyrs","tl_avg","tl_units","tc_nyrs","tc_avg","tc_units","catch_type","catch_nyrs","catch_avg","catch_units","r_nyrs","r_avg","r_units","ssb_nyrs","ssb_avg","ssb_units","tb_nyrs","tb_avg","tb_units","tn_nyrs","tn_avg","tn_units","sp_model"
"NWWG-CODICE-1952-2012-CHING","CODICE","ICES","NWWG","1952-2012",2012,"Statistical catch at age model","SCA","Statistical catch-at-age model","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Atlantic cod Iceland","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",NA,NA,NA,NA,57,326894.736842105,"MT",0,NA,NA,"tl",57,326894.736842105,"MT",60,173900000,"E00",58,300034.482758621,"MT",58,1051879.31034483,"MT",0,NA,NA,"yes"
"WGBFAS-CODIS-1968-2010-NEUBAUER","CODIS","ICES","WGBFAS","1968-2010",2010,"VPA","B-ADAPT","The ADAPT approach with year effects in a catch multiplier","multinational","Europe (EU)","Irish Sea","multinational-ICES-VIIa","Atlantic cod Irish Sea","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",NA,NA,NA,NA,43,6914.74418604651,"MT",11,2969.09090909091,"MT","tl",43,6914.74418604651,"MT",43,5651279.06976744,"E00",43,9252.48837209302,"MT",43,15906.976744186,"MT",0,NA,NA,"yes"
"WGBFAS-CODKAT-1971-2012-CHING","CODKAT","ICES","WGBFAS","1971-2012",2012,"Unknown","unknown","Unknown","multinational","Europe (EU)","Kattegat and Skagerrak","multinational-ICES-IIIa","Atlantic cod Kattegat","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",NA,NA,NA,NA,41,8703.58536585366,"MT",15,3355.4,"MT","tl",41,8703.58536585366,"MT",41,9977780.48780488,"E00",42,12175.7142857143,"MT",0,NA,NA,0,NA,NA,NA
"AFWG-CODNEAR-1946-2011-CHING","CODNEAR","ICES","AFWG","1946-2011",2011,"Unknown","unknown","Unknown","multinational","Europe (non-EU)","North-East Arctic","multinational-ICES-I-II","Atlantic cod Northeast Arctic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",NA,NA,NA,NA,66,651560.606060606,"MT",0,NA,NA,"tl",66,651560.606060606,"MT",66,624469696.969697,"E00",66,451848.484848485,"MT",66,2077606.06060606,"MT",0,NA,NA,"yes"
"WGNSSK-CODNS-1962-2011-NEUBAUER","CODNS","ICES","WGNSSK","1962-2011",2011,"Statistical catch at age model","SAM","SAM","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Atlantic cod North Sea","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",NA,NA,NA,NA,48,160822.916666667,"MT",48,191337.5,"MT","tc",48,191337.5,"MT",48,478610416.666667,"E00",49,129267.346938776,"MT",48,511729.166666667,"MT",0,NA,NA,"yes"
"WGCSE-CODVIa-1981-2012-CHING","CODVIa","ICES","WGCSE","1981-2012",2012,"Statistical catch at age model","TSA","State-space catch at age time series analysis","multinational","Europe (EU)","West of Scotland","multinational-ICES-VIa","Atlantic cod West of Scotland","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",NA,NA,NA,NA,31,8882.12903225806,"MT",31,9837.61290322581,"MT","tc",31,9837.61290322581,"MT",32,12268750,"E00",32,14878.125,"MT",32,23957.8125,"MT",0,NA,NA,"yes"
"WGBFAS-CODVIIek-1971-2012-CHING","CODVIIek","ICES","WGBFAS","1971-2012",2012,"VPA","XSA","Extended Survivor Analysis","multinational","Europe (EU)","Celtic Sea","multinational-ICES-VIIe-k","Atlantic Cod Celtic Sea","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",10300,NA,"MT",NA,41,7725.36585365854,"MT",0,NA,NA,"tl",41,7725.36585365854,"MT",42,6344.21428571429,"E00",42,10915,"MT",41,18433.9024390244,"MT",0,NA,NA,"yes"
"PFMC-COWCODSCAL-1900-2015-HIVELY","COWCODSCAL","NMFS","PFMC","1900-2015",2015,"Biomass dynamics model","XDB-SRA","Extended Depletion-Based Stock Reduction Analysis","USA","US West Coast","Southern California","USA-NMFS-SCAL","Cowcod Southern California","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes levis","Sebastes levis","Cowcod",69,1549,"MT","MT",0,NA,NA,116,69.7784482758621,"MT","tc",116,69.7784482758621,"MT",0,NA,NA,116,868.25,"MT",116,1736.76724137931,"MT",0,NA,NA,"yes"
"STECF-CPANDMEDGSA15-16-2006-2011-OSIO","CPANDMEDGSA15-16","GFCM","STECF","2006-2011",2011,"VPA","XSA","Extended Survivor Analysis","multinational","Mediterranean-Black Sea","Malta Island and South of Sicily (GSA 15, 16)","multinational-GFCM-GSA15-16","Common pandora Malta Island and South of Sicily","Actinopterygii","Perciformes","Sparidae","Pagellus","Pagellus erythrinus","Pagellus erythrinus","Common pandora",NA,NA,NA,NA,0,NA,NA,6,451,"MT","tc",6,451,"MT",6,7158333.33333333,"E00",6,840.833333333333,"MT",0,NA,NA,0,NA,NA,NA
"STECF-CPANDMEDGSA9-2006-2010-OSIO","CPANDMEDGSA9","GFCM","STECF","2006-2010",2010,"VPA","VIT","Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992","multinational","Mediterranean-Black Sea","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Common pandora Ligurian and North Tyrrhenian Sea","Actinopterygii","Perciformes","Sparidae","Pagellus","Pagellus erythrinus","Pagellus erythrinus","Common pandora",NA,NA,NA,NA,0,NA,NA,5,203.6,"MT","tc",5,203.6,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"MARAM-CRLOBSTERSA12-1910-2014-Johnston","CRLOBSTERSA12","DETMCM","MARAM","1910-2014",2014,"Biomass dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa","South Africa Areas 1-2","South Africa-DETMCM-1-2","West coast rock lobster South Africa Areas 1-2","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","South African west coast rock lobster",NA,NA,NA,NA,105,781.744380952381,"MT",105,781.744380952381,"MT","tc",105,781.744380952381,"MT",105,20356390.4769333,"E00",105,0.461590476190476,"ratio",105,19717.3904761905,"MT",0,NA,NA,"yes"
"MARAM-CRLOBSTERSA34-1910-2014-Johnston","CRLOBSTERSA34","DETMCM","MARAM","1910-2014",2014,"Biomass dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa","South Africa Areas 3-4","South Africa-DETMCM-3-4","West coast rock lobster South Africa Areas 3-4","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","South African west coast rock lobster",NA,NA,NA,NA,105,1339.59523809524,"MT",105,1345.12380952381,"MT","tc",105,1345.12380952381,"MT",105,97602666.6666667,"E00",105,0.408188571428571,"ratio",105,59957.5238095238,"MT",0,NA,NA,"yes"
"MARAM-CRLOBSTERSA56-1910-2014-Johnston","CRLOBSTERSA56","DETMCM","MARAM","1910-2014",2014,"Biomass dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa","South Africa Areas 5-6","South Africa-DETMCM-5-6","West coast rock lobster South Africa Areas 5-6","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","South African west coast rock lobster",NA,NA,NA,NA,105,1863.46666666667,"MT",105,1868.64095238095,"MT","tc",105,1868.64095238095,"MT",105,99381333.3333333,"E00",105,0.377410476190476,"ratio",105,87208.1904761905,"MT",0,NA,NA,"yes"
"MARAM-CRLOBSTERSA7-1910-2014-Johnston","CRLOBSTERSA7","DETMCM","MARAM","1910-2014",2014,"Biomass dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa","South Africa Area 7","South Africa-DETMCM-7","West coast rock lobster South Africa Area 7","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","South African west coast rock lobster",NA,NA,NA,NA,105,1378.62095238095,"MT",105,1409.48571428571,"MT","tc",105,1409.48571428571,"MT",105,30750931.4285714,"E00",105,0.441207619047619,"ratio",105,49986.6666666667,"MT",0,NA,NA,"yes"
"MARAM-CRLOBSTERSA8-1910-2014-Johnston","CRLOBSTERSA8","DETMCM","MARAM","1910-2014",2014,"Biomass dynamics model","SSPDM","Size-structured population dynamics model","South Africa","South Africa","South Africa Area 8","South Africa-DETMCM-8","West coast rock lobster South Africa Area 8","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","Jasus lalandii","South African west coast rock lobster",NA,NA,NA,NA,105,1012.15238095238,"MT",105,1195.21904761905,"MT","tc",105,1195.21904761905,"MT",105,157532000,"E00",105,0.33632,"ratio",105,61192.380952381,"MT",0,NA,NA,"yes"
"FAO-DRSS-CROAKSPPWASG1-1994-2007-CHING","CROAKSPPWASG1","FAO","FAO-DRSS","1994-2007",2007,"Biomass dynamics model","DPM","Dynamic production model","multinational","West Africa","West Africa Subgroup 1","multinational-FAO-SG1","Croaker West Africa Subgroup 1","Perciformes","Actinopterygii","Sciaenidae","Pseudotolithus","Pseudotolithus spp","Pseudotolithus spp","Croaker",NA,NA,NA,NA,0,NA,NA,14,7105,"MT","tc",14,7105,"MT",0,NA,NA,0,NA,NA,13,51.9384615384615,"index",0,NA,NA,NA
"FAO-DRSS-CROAKSPPWASG2-1990-2006-CHING","CROAKSPPWASG2","FAO","FAO-DRSS","1990-2006",2006,"Biomass dynamics model","DPM","Dynamic production model","multinational","West Africa","West Africa Subgroup 2","multinational-FAO-SG2","Croaker West Africa Subgroup 2","Perciformes","Actinopterygii","Sciaenidae","Pseudotolithus","Pseudotolithus spp","Pseudotolithus spp","Croaker",NA,NA,NA,NA,0,NA,NA,17,2448.23529411765,"MT","tc",17,2448.23529411765,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"FAO-DRSS-CROAKSPPWASG3-1990-2007-CHING","CROAKSPPWASG3","FAO","FAO-DRSS","1990-2007",2007,"Biomass dynamics model","DPM","Dynamic production model","multinational","West Africa","West Africa Subgroup 3","multinational-FAO-SG3","Croaker West Africa Subgroup 3","Perciformes","Actinopterygii","Sciaenidae","Pseudotolithus","Pseudotolithus spp","Pseudotolithus spp","Croaker",NA,NA,NA,NA,0,NA,NA,18,31222.2222222222,"MT","tc",18,31222.2222222222,"MT",0,NA,NA,0,NA,NA,13,598.846153846154,"index",0,NA,NA,NA
"NWFSC-CROCKPCOAST-1916-2011-STACHURA","CROCKPCOAST","NMFS","NWFSC","1916-2011",2011,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","USA","US West Coast","Pacific Coast","USA-NMFS-PCOAST","Canary rockfish Pacific Coast","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes pinniger","Sebastes pinniger","Canary rockfish",803,27846,"MT","MT",0,NA,NA,95,1260.16421052632,"MT","tc",95,1260.16421052632,"MT",96,2661500,"E00",96,17675,"MT",96,46875.625,"MT",0,NA,NA,"yes"
"DFO-CROCKWCVANISOGQCI-1945-2009-STANTON","CROCKWCVANISOGQCI","DFO","DFO","1945-2009",2009,"Statistical catch at age model","SCA","Statistical catch-at-age model","Canada","Canada West Coast","West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands","Canada-DFO-WCVANI-SOG-QCI","Canary rockfish West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes pinniger","Sebastes pinniger","Canary rockfish",713.7922747,NA,"MT",NA,0,NA,NA,65,907.861538461538,"MT","tc",65,907.861538461538,"MT",0,NA,NA,65,5396.92307692308,"MT",65,16697.8461538462,"MT",0,NA,NA,"yes"
"DFO-CSALMA1-1980-2004-HIVELY","CSALMA1","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 1","Canada-DFO-A1","Chum Salmon Area 1","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,25,12131.64,"E00","tc",25,12131.64,"E00",0,NA,NA,25,27944,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA10-1960-2002-HIVELY","CSALMA10","DFO","DFO","1960-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 10","Canada-DFO-A10","Chum Salmon Area 10","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,43,15891.3953488372,"E00","tc",43,15891.3953488372,"E00",3,37366.6666666667,"E00",43,25241.8604651163,"E00",0,NA,NA,40,43140.5,"E00",NA
"DFO-CSALMA11-1980-2003-HIVELY","CSALMA11","DFO","DFO","1980-2003",2003,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 11","Canada-DFO-A11","Chum Salmon Area 11","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,5908.83333333333,"E00","tc",24,5908.83333333333,"E00",0,NA,NA,24,13600.8333333333,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA12-1980-2004-HIVELY","CSALMA12","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 12","Canada-DFO-A12","Chum Salmon Area 12","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,25,70747.04,"E00","tc",25,70747.04,"E00",0,NA,NA,25,75152.8,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA13-1980-2004-HIVELY","CSALMA13","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 13","Canada-DFO-A13","Chum Salmon Area 13","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,25,99013.96,"E00","tc",25,99013.96,"E00",0,NA,NA,25,135260,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA14-1980-2004-HIVELY","CSALMA14","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 14","Canada-DFO-A14","Chum Salmon Area 14","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,25,301943.6,"E00","tc",25,301943.6,"E00",0,NA,NA,25,269676,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA15-1980-2004-HIVELY","CSALMA15","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 15","Canada-DFO-A15","Chum Salmon Area 15","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,14496.625,"E00","tc",24,14496.625,"E00",0,NA,NA,25,33080,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA16-1980-2003-HIVELY","CSALMA16","DFO","DFO","1980-2003",2003,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 16","Canada-DFO-A16","Chum Salmon Area 16","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,39853.0833333333,"E00","tc",24,39853.0833333333,"E00",0,NA,NA,24,70017.5,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA17-1980-2003-HIVELY","CSALMA17","DFO","DFO","1980-2003",2003,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 17","Canada-DFO-A17","Chum Salmon Area 17","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,39320.5833333333,"E00","tc",24,39320.5833333333,"E00",0,NA,NA,24,76153.75,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA18-1980-2002-HIVELY","CSALMA18","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 18","Canada-DFO-A18","Chum Salmon Area 18","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,23,56945.2608695652,"E00","tc",23,56945.2608695652,"E00",0,NA,NA,23,97847.8260869565,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA19-1980-2003-HIVELY","CSALMA19","DFO","DFO","1980-2003",2003,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 19","Canada-DFO-A19","Chum Salmon Area 19","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,15776.5833333333,"E00","tc",24,15776.5833333333,"E00",0,NA,NA,24,30987.5,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA20-1980-2003-HIVELY","CSALMA20","DFO","DFO","1980-2003",2003,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 20","Canada-DFO-A20","Chum Salmon Area 20","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,33197.2083333333,"E00","tc",24,33197.2083333333,"E00",0,NA,NA,24,30313.2083333333,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA22-1980-2002-HIVELY","CSALMA22","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 22","Canada-DFO-A22","Chum Salmon Area 22","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,23,224139.434782609,"E00","tc",23,224139.434782609,"E00",0,NA,NA,23,169237.391304348,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA23-1980-2004-HIVELY","CSALMA23","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 23","Canada-DFO-A23","Chum Salmon Area 23","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,25,6959.32,"E00","tc",25,6959.32,"E00",0,NA,NA,25,57581,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA24-1980-2004-HIVELY","CSALMA24","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 24","Canada-DFO-A24","Chum Salmon Area 24","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,6865.375,"E00","tc",24,6865.375,"E00",0,NA,NA,25,21532,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA25-1980-2004-HIVELY","CSALMA25","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 25","Canada-DFO-A25","Chum Salmon Area 25","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,25,95874.48,"E00","tc",25,95874.48,"E00",0,NA,NA,25,101016,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA26-1980-2004-HIVELY","CSALMA26","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 26","Canada-DFO-A26","Chum Salmon Area 26","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,24678.4166666667,"E00","tc",24,24678.4166666667,"E00",0,NA,NA,25,19934,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA27-1980-2002-HIVELY","CSALMA27","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 27","Canada-DFO-A27","Chum Salmon Area 27","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,22,18705.8181818182,"E00","tc",22,18705.8181818182,"E00",0,NA,NA,23,8612.95652173913,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA29-1980-2003-HIVELY","CSALMA29","DFO","DFO","1980-2003",2003,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 29","Canada-DFO-A29","Chum Salmon Area 29","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,24,628691.666666667,"E00","tc",24,628691.666666667,"E00",0,NA,NA,24,1064583.33333333,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA2E-1980-2002-HIVELY","CSALMA2E","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 2E","Canada-DFO-A2E","Chum Salmon Area 2E","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,23,173586.956521739,"E00","tc",23,173586.956521739,"E00",0,NA,NA,23,200765.217391304,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA2W-1980-2002-HIVELY","CSALMA2W","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 2W","Canada-DFO-A2W","Chum Salmon Area 2W","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,23,30274.7826086957,"E00","tc",23,30274.7826086957,"E00",0,NA,NA,23,61860.8695652174,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA3-1980-2002-HIVELY","CSALMA3","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 3","Canada-DFO-A3","Chum Salmon Area 3","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,23,118526.086956522,"E00","tc",23,118526.086956522,"E00",0,NA,NA,23,37643.4782608696,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA4-1980-2002-HIVELY","CSALMA4","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 4","Canada-DFO-A4","Chum Salmon Area 4","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,23,33836.5217391304,"E00","tc",23,33836.5217391304,"E00",0,NA,NA,23,11171.3043478261,"E00",0,NA,NA,0,NA,NA,NA
"DFO-CSALMA5-1980-2002-HIVELY","CSALMA5","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 5","Canada-DFO-A5","Chum Salmon Area 5","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","Chum salmon",NA,NA,NA,NA,0,NA,NA,23,14243.4782608696,"E00","tc",23,14243.4782608696,"E00",0,NA,NA,23,3885.30434782609,"E00",0,NA,NA,0,NA,NA,NA
